"","sample","Cell_A","Cell_A_num","Cell_A_count","Cell_B","Cell_B_num","Cell_B_count ","original_CLQ","percentile","significant"
"108","TAFs1","PanCK-Vim+MUC1+","6","12","CD90-PDGFRb-PDPN-CAV1+","18","107","7.15109034267913","0.014",TRUE
"109","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK+Vim+MUC1+","1","69","15.2641943734015","0.054",FALSE
"110","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK+Vim+MUC1-","2","65","21.6047058823529","0.758",FALSE
"111","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK+Vim-MUC1+","3","955","13.4605235602094","0",TRUE
"112","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK+Vim-MUC1-","4","358","12.5222806441012","0",TRUE
"113","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK-Vim-MUC1-","5","518","18.6642970701794","0.116",FALSE
"114","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK-Vim+MUC1+","6","12","54.0117647058823","1",TRUE
"115","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK-Vim+MUC1-","7","170","85.8115906717717","1",TRUE
"116","TAFs1","PanCK-Vim+MUC1-","7","170","PanCK-Vim-MUC1+","8","105","13.1171428571429","0.004",TRUE
"117","TAFs1","PanCK-Vim+MUC1-","7","170","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","23.8602157591661","1",TRUE
"118","TAFs1","PanCK-Vim+MUC1-","7","170","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","10.5388809182209","0.006",TRUE
"119","TAFs1","PanCK-Vim+MUC1-","7","170","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","59","30.6676969092722","1",TRUE
"120","TAFs1","PanCK-Vim+MUC1-","7","170","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","255","27.9590311418685","1",TRUE
"121","TAFs1","PanCK-Vim+MUC1-","7","170","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","14","19.2899159663866","0.402",FALSE
"122","TAFs1","PanCK-Vim+MUC1-","7","170","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","72","22.1298202614379","0.818",FALSE
"123","TAFs1","PanCK-Vim+MUC1-","7","170","CD90+PDGFRb-PDPN-CAV1-","15","358","13.27663489977","0",TRUE
"124","TAFs1","PanCK-Vim+MUC1-","7","170","CD90-PDGFRb+PDPN-CAV1-","16","145","21.6047058823529","0.814",FALSE
"125","TAFs1","PanCK-Vim+MUC1-","7","170","CD90-PDGFRb-PDPN+CAV1-","17","482","13.0547107639736","0",TRUE
"126","TAFs1","PanCK-Vim+MUC1-","7","170","CD90-PDGFRb-PDPN-CAV1+","18","107","10.3480483782298","0",TRUE
"127","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK+Vim+MUC1+","1","69","19.6440303657695","0.448",FALSE
"128","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK+Vim+MUC1-","2","65","12.7808058608059","0.008",TRUE
"129","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK+Vim-MUC1+","3","955","16.436489653453","0",TRUE
"130","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK+Vim-MUC1-","4","358","17.3429635541367","0.04",TRUE
"131","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK-Vim-MUC1-","5","518","33.4259238830667","1",TRUE
"132","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK-Vim+MUC1+","6","12","116.596825396825","1",TRUE
"133","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK-Vim+MUC1-","7","170","12.6027450980392","0",TRUE
"134","TAFs1","PanCK-Vim-MUC1+","8","105","PanCK-Vim-MUC1+","8","105","155.976282051282","1",TRUE
"135","TAFs1","PanCK-Vim-MUC1+","8","105","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","8.93981235616923","0",TRUE
"136","TAFs1","PanCK-Vim-MUC1+","8","105","aSMA+CD90+PDGFRb-PDPN+CAV1+","10","41","6.398606271777","0",TRUE
"137","TAFs1","PanCK-Vim-MUC1+","8","105","aSMA+CD90+PDGFRb-PDPN-CAV1+","11","59","12.598385794996","0.012",TRUE
"138","TAFs1","PanCK-Vim-MUC1+","8","105","aSMA+CD90+PDGFRb-PDPN-CAV1-","12","255","18.0039215686275","0.122",FALSE
"139","TAFs1","PanCK-Vim-MUC1+","8","105","aSMA+CD90-PDGFRb-PDPN-CAV1+","13","14","24.9850340136054","0.828",FALSE
"140","TAFs1","PanCK-Vim-MUC1+","8","105","aSMA+CD90-PDGFRb-PDPN-CAV1-","14","72","10.9309523809524","0",TRUE
"141","TAFs1","PanCK-Vim-MUC1+","8","105","CD90+PDGFRb-PDPN-CAV1-","15","358","15.9994945464219","0",TRUE
"142","TAFs1","PanCK-Vim-MUC1+","8","105","CD90-PDGFRb+PDPN-CAV1-","16","145","8.7447619047619","0",TRUE
"143","TAFs1","PanCK-Vim-MUC1+","8","105","CD90-PDGFRb-PDPN+CAV1-","17","482","17.779806362379","0.038",TRUE
"144","TAFs1","PanCK-Vim-MUC1+","8","105","CD90-PDGFRb-PDPN-CAV1+","18","107","10.6244770805518","0",TRUE
"145","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK+Vim+MUC1+","1","69","15.8301815634933","0.004",TRUE
"146","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK+Vim+MUC1-","2","65","8.40217329139262","0",TRUE
"147","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK+Vim-MUC1+","3","955","10.75245398574","0",TRUE
"148","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK+Vim-MUC1-","4","358","4.38591098834915","0",TRUE
"149","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK-Vim-MUC1-","5","518","8.13808471243415","0",TRUE
"150","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK-Vim+MUC1+","6","12","20.8595621643949","0.58",FALSE
"151","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK-Vim+MUC1-","7","170","23.7932866827028","1",TRUE
"152","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","PanCK-Vim-MUC1+","8","105","10.5652327845636","0",TRUE
"153","TAFs1","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","aSMA+CD90+PDGFRb+PDPN+CAV1+","9","807","64.3150227076357","1",TRUE
